,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
0,25090,06,11,12,21,27,28,15
1,25089,04,06,08,18,31,33,05
2,25088,01,03,13,18,21,25,06
3,25087,02,06,14,15,24,26,08
4,25086,02,06,08,10,17,24,06
5,25085,11,14,15,18,21,24,13
6,25084,06,08,10,14,24,33,15
7,25083,10,15,16,17,27,29,12
8,25082,04,06,09,14,32,33,11
9,25081,03,06,18,20,23,28,05
10,25080,03,07,08,10,16,19,05
11,25079,08,11,14,15,30,32,05
12,25078,06,15,17,30,32,33,14
13,25077,04,07,08,15,20,21,15
14,25076,02,06,09,12,14,30,08
15,25075,10,12,14,19,20,21,15
16,25074,03,04,12,20,32,33,13
17,25073,02,07,10,27,30,33,11
18,25072,02,14,17,25,27,29,05
19,25071,01,12,18,23,25,28,07
20,25070,02,03,15,21,22,33,06
21,25069,02,04,19,23,27,30,05
22,25068,05,07,08,19,20,31,07
23,25067,01,05,10,17,20,22,05
24,25066,06,22,24,27,28,30,04
25,25065,06,10,13,14,15,20,11
26,25064,02,10,13,22,29,33,16
27,25063,02,19,21,22,28,30,01
28,25062,06,08,09,13,25,31,14
29,25061,06,07,09,10,11,32,09
30,25060,06,14,18,25,28,30,01
31,25059,04,10,11,12,13,24,01
32,25058,02,06,07,09,10,20,06
33,25057,04,09,15,16,25,30,14
34,25056,01,02,10,14,28,31,03
35,25055,02,05,22,27,29,33,12
36,25054,05,07,10,21,24,27,16
37,25053,06,09,10,13,30,33,07
38,25052,06,07,10,17,20,26,09
39,25051,01,02,03,04,17,22,01
40,25050,09,12,15,18,22,33,16
41,25049,03,06,19,27,29,33,11
42,25048,16,21,22,23,27,31,10
43,25047,01,14,21,22,23,31,12
44,25046,02,03,10,16,29,33,01
45,25045,02,14,19,24,29,33,13
46,25044,02,03,07,08,14,28,11
47,25043,03,12,16,19,20,32,13
48,25042,07,13,19,23,27,33,12
49,25041,06,10,17,19,25,31,06
50,25040,02,06,08,09,10,24,11
51,25039,08,10,12,15,17,23,11
52,25038,06,19,20,23,26,33,09
53,25037,03,06,11,20,21,31,02
54,25036,05,11,13,16,19,32,07
55,25035,01,08,16,18,25,31,01
56,25034,05,08,13,14,24,26,12
57,25033,03,05,18,25,26,33,08
58,25032,03,08,10,14,16,21,03
59,25031,01,05,06,08,23,28,01
60,25030,04,06,07,30,31,33,06
61,25029,05,15,16,25,30,33,16
62,25028,04,09,14,15,18,25,15
63,25027,05,07,08,15,16,23,06
64,25026,09,10,12,14,19,32,07
65,25025,12,15,21,23,25,30,02
66,25024,10,11,22,27,30,32,15
67,25023,09,12,13,24,25,33,07
68,25022,11,17,18,20,28,30,10
69,25021,07,08,16,18,25,32,14
70,25020,04,11,13,16,26,30,15
71,25019,05,13,17,18,22,23,11
72,25018,03,09,18,21,28,29,11
73,25017,04,12,15,18,28,29,05
74,25016,02,03,12,16,20,29,14
75,25015,04,11,15,24,25,33,15
76,25014,06,07,09,13,21,27,05
77,25013,04,14,16,23,24,30,14
78,25012,07,11,13,18,27,31,11
79,25011,06,13,17,22,24,29,11
80,25010,04,06,07,16,17,21,08
81,25009,02,04,11,12,23,25,06
82,25008,09,14,16,17,25,33,11
83,25007,07,08,14,18,21,27,11
84,25006,01,07,08,17,20,22,06
85,25005,10,16,19,27,28,30,09
86,25004,03,07,17,27,29,32,04
87,25003,10,19,20,26,28,29,15
88,25002,09,12,13,15,22,26,11
89,25001,02,03,17,18,22,33,16
90,24151,05,10,16,19,29,32,04
91,24150,13,14,20,22,26,32,02
92,24149,03,09,16,17,18,22,16
93,24148,02,06,15,16,21,23,11
94,24147,05,11,13,16,21,30,10
95,24146,02,04,11,22,27,32,10
96,24145,01,03,16,22,23,30,03
97,24144,02,09,11,17,20,30,11
98,24143,02,05,11,22,30,33,10
99,24142,04,06,13,21,22,25,06
100,24141,01,02,07,15,24,29,12
101,24140,04,07,08,17,22,26,15
102,24139,15,16,20,22,23,29,14
103,24138,02,07,11,21,27,28,02
104,24137,04,09,10,19,26,27,12
105,24136,03,11,15,21,25,26,03
106,24135,05,11,17,18,30,31,13
107,24134,02,04,13,16,18,20,16
108,24133,01,11,15,27,30,33,01
109,24132,01,04,25,27,28,33,03
110,24131,04,05,11,15,20,32,13
111,24130,01,08,12,17,19,24,16
112,24129,09,10,13,19,24,32,01
113,24128,01,08,13,18,20,26,16
114,24127,02,05,13,20,27,32,10
115,24126,14,18,23,24,26,33,10
116,24125,01,04,13,18,26,30,03
117,24124,02,14,15,17,25,30,11
118,24123,02,15,22,26,30,33,04
119,24122,05,07,09,16,17,29,15
120,24121,01,07,10,13,27,33,03
121,24120,01,05,07,11,18,19,07
122,24119,02,09,26,27,31,32,14
123,24118,02,03,04,06,11,15,14
124,24117,03,12,14,16,29,32,12
125,24116,01,15,20,22,31,32,03
126,24115,03,10,11,19,27,28,07
127,24114,07,11,18,24,27,32,04
128,24113,04,05,23,24,26,31,11
129,24112,08,11,16,25,29,32,03
130,24111,01,04,11,12,22,30,16
131,24110,04,13,17,23,25,33,14
132,24109,03,04,24,28,29,33,09
133,24108,01,08,09,23,24,30,08
134,24107,01,06,08,13,17,19,09
135,24106,03,08,11,22,31,33,04
136,24105,02,05,17,19,29,33,04
137,24104,05,16,23,24,26,29,04
138,24103,12,21,23,27,32,33,15
139,24102,09,15,18,21,22,25,01
140,24101,08,12,15,17,19,30,08
141,24100,13,14,19,20,27,30,05
142,24099,04,12,17,24,26,27,16
143,24098,03,08,10,20,30,31,02
144,24097,04,10,12,13,18,30,03
145,24096,02,04,14,18,23,27,13
146,24095,04,06,09,14,16,21,03
147,24094,06,13,17,22,25,27,09
148,24093,01,05,07,11,12,15,12
149,24092,03,08,11,12,18,29,05
150,24091,13,15,16,19,20,24,10
151,24090,07,11,17,24,31,32,12
152,24089,03,06,09,15,18,31,01
153,24088,03,08,10,17,30,32,10
154,24087,03,09,18,19,20,26,11
155,24086,17,19,20,23,25,31,02
156,24085,01,05,15,21,23,27,15
157,24084,01,08,10,13,19,29,13
158,24083,03,09,14,29,32,33,15
159,24082,01,02,13,16,17,29,16
160,24081,01,06,12,17,23,25,04
161,24080,06,11,12,27,29,30,13
162,24079,02,03,06,07,16,26,04
163,24078,05,09,14,21,22,26,12
164,24077,01,04,06,14,17,22,08
165,24076,03,22,24,27,29,32,15
166,24075,03,05,08,18,22,28,01
167,24074,07,08,10,22,24,32,07
168,24073,03,09,12,18,28,30,01
169,24072,01,14,20,21,23,27,06
170,24071,02,08,19,28,30,31,14
171,24070,04,13,18,20,22,28,05
172,24069,06,13,20,21,24,32,06
173,24068,01,02,07,19,20,21,01
174,24067,01,11,13,17,25,29,03
175,24066,08,09,12,22,26,32,13
176,24065,03,05,09,10,19,22,14
177,24064,06,08,17,18,28,30,05
178,24063,07,14,16,23,28,32,04
179,24062,01,07,10,16,18,27,16
180,24061,01,09,18,22,25,28,02
181,24060,01,02,06,10,22,28,15
182,24059,01,03,14,25,31,33,07
183,24058,08,12,13,17,27,29,13
184,24057,03,08,17,18,23,31,08
185,24056,05,18,20,24,25,26,06
186,24055,02,04,06,07,16,29,03
187,24054,08,13,20,25,31,32,03
188,24053,07,14,21,22,28,33,07
189,24052,07,10,11,15,17,21,03
190,24051,05,09,13,20,23,28,06
191,24050,01,03,07,10,22,33,02
192,24049,12,15,17,23,26,32,11
193,24048,02,09,15,19,26,28,02
194,24047,07,08,21,26,29,30,15
195,24046,02,06,10,11,17,29,15
196,24045,02,08,19,23,24,26,03
197,24044,02,06,17,25,32,33,06
198,24043,04,06,07,14,15,24,08
199,24042,02,04,05,14,26,32,14
200,24041,02,09,12,22,25,33,16
201,24040,11,14,18,19,23,26,02
202,24039,02,06,12,29,30,31,10
203,24038,08,10,18,23,27,31,02
204,24037,01,04,05,06,12,14,13
205,24036,02,08,09,12,21,31,02
206,24035,05,07,14,17,22,32,06
207,24034,02,09,12,19,21,31,04
208,24033,06,10,11,18,20,32,05
209,24032,01,03,04,11,12,21,16
210,24031,09,10,13,25,30,32,02
211,24030,01,08,22,25,29,33,10
212,24029,12,18,23,25,28,33,04
213,24028,03,07,08,11,18,19,05
214,24027,02,06,13,27,28,32,13
215,24026,04,07,18,19,20,25,06
216,24025,08,15,21,22,25,33,13
217,24024,03,07,21,24,26,30,10
218,24023,01,10,22,25,28,32,10
219,24022,02,09,11,14,18,26,06
220,24021,04,06,16,17,23,24,11
221,24020,03,08,12,14,17,33,08
222,24019,05,11,12,16,17,20,08
223,24018,06,15,17,24,28,29,16
224,24017,04,17,19,20,25,32,04
225,24016,07,12,20,24,32,33,04
226,24015,03,08,17,18,20,30,15
227,24014,01,02,10,22,24,25,13
228,24013,01,07,10,14,21,25,07
229,24012,01,03,07,18,22,28,15
230,24011,08,12,16,20,27,31,06
231,24010,11,16,20,21,23,24,04
232,24009,01,04,07,10,17,23,14
233,24008,08,20,21,23,27,30,13
234,24007,04,05,06,07,20,22,15
235,24006,07,18,20,21,26,32,05
236,24005,05,06,20,23,25,32,03
237,24004,09,13,17,18,21,27,04
238,24003,01,05,08,13,32,33,03
239,24002,04,09,10,17,19,20,09
240,24001,03,07,16,26,27,32,16
241,23151,01,15,16,20,25,27,05
242,23150,10,17,25,26,30,33,05
243,23149,02,10,19,24,26,33,15
244,23148,03,05,07,09,19,20,08
245,23147,05,06,14,16,19,32,12
246,23146,02,03,06,11,20,32,09
247,23145,07,10,21,22,23,24,11
248,23144,12,16,17,22,25,27,08
249,23143,05,07,09,16,23,30,15
250,23142,02,08,20,21,27,33,14
251,23141,01,08,11,12,21,23,03
252,23140,03,04,11,14,30,31,05
253,23139,12,14,19,21,27,31,11
254,23138,03,22,28,30,31,33,04
255,23137,03,12,17,19,23,27,11
256,23136,03,05,10,21,22,26,10
257,23135,05,06,11,13,28,30,07
258,23134,05,08,09,17,22,33,04
259,23133,04,05,10,14,22,25,03
260,23132,03,09,11,15,25,27,01
261,23131,06,07,14,20,26,32,01
262,23130,04,10,17,22,23,32,16
263,23129,08,09,12,17,32,33,04
264,23128,07,16,20,21,27,33,01
265,23127,03,08,19,22,26,32,14
266,23126,10,24,26,28,29,31,16
267,23125,11,14,15,27,30,33,04
268,23124,02,03,17,18,25,30,11
269,23123,10,13,15,22,29,32,15
270,23122,07,08,14,18,20,30,05
271,23121,02,12,16,25,30,31,12
272,23120,03,08,13,24,27,29,08
273,23119,01,02,03,19,21,28,15
274,23118,01,02,11,19,25,29,04
275,23117,02,11,14,17,18,28,08
276,23116,02,08,09,13,24,27,12
277,23115,02,07,16,21,26,27,16
278,23114,07,09,15,16,17,26,09
279,23113,01,02,13,18,25,27,03
280,23112,09,12,13,22,24,31,04
281,23111,05,06,12,17,20,33,09
282,23110,02,06,20,25,29,33,16
283,23109,06,08,10,13,16,28,13
284,23108,01,03,06,08,18,24,09
285,23107,03,07,18,25,29,33,14
286,23106,07,09,10,20,22,24,07
287,23105,01,03,05,26,30,32,16
288,23104,10,19,23,25,30,31,12
289,23103,05,06,13,24,25,29,15
290,23102,01,09,10,13,21,28,10
291,23101,01,05,09,15,18,26,04
292,23100,05,06,12,15,23,25,04
293,23099,09,11,14,19,27,33,05
294,23098,02,10,11,14,21,27,11
295,23097,01,09,14,19,29,30,15
296,23096,08,11,18,26,31,32,15
297,23095,03,08,16,17,22,26,11
298,23094,06,10,12,14,30,31,12
299,23093,10,21,24,25,27,32,07
300,23092,03,12,24,25,32,33,13
301,23091,16,20,22,26,30,32,16
302,23090,01,02,09,26,30,31,07
303,23089,08,13,15,27,28,31,11
304,23088,01,14,18,26,31,33,05
305,23087,02,09,15,17,28,33,01
306,23086,08,09,10,22,26,32,12
307,23085,11,18,23,24,31,33,13
308,23084,09,13,14,17,19,27,03
309,23083,07,10,12,16,17,30,12
310,23082,04,18,19,24,27,30,16
311,23081,01,11,15,16,22,31,15
312,23080,01,02,04,09,25,31,08
313,23079,05,06,09,12,21,22,07
314,23078,06,08,14,19,30,31,08
315,23077,07,09,14,22,26,27,01
316,23076,03,04,15,18,19,22,09
317,23075,13,15,24,28,30,31,01
318,23074,02,08,09,18,19,21,03
319,23073,01,03,15,16,25,32,10
320,23072,02,06,10,24,25,33,09
321,23071,05,12,15,19,24,26,06
322,23070,03,05,25,31,32,33,04
323,23069,12,14,17,20,21,26,02
324,23068,11,12,15,18,29,33,02
325,23067,01,03,12,19,28,32,14
326,23066,02,07,08,10,26,31,06
327,23065,02,14,17,20,26,33,14
328,23064,01,07,11,12,16,18,04
329,23063,04,08,17,20,22,27,13
330,23062,11,19,23,24,26,33,15
331,23061,01,04,06,11,12,22,15
332,23060,09,11,17,19,30,31,11
333,23059,02,06,13,22,27,32,06
334,23058,10,17,22,26,30,33,11
335,23057,02,05,10,17,24,32,03
336,23056,08,14,15,18,23,33,08
337,23055,03,04,20,23,27,32,13
338,23054,05,06,09,10,15,26,12
339,23053,01,07,14,20,27,30,15
340,23052,03,04,05,08,12,17,06
341,23051,22,26,29,30,32,33,14
342,23050,02,07,09,14,22,23,05
343,23049,05,07,14,23,25,27,02
344,23048,02,03,10,24,28,30,08
345,23047,05,07,14,23,31,33,07
346,23046,06,08,17,25,26,28,03
347,23045,03,06,12,21,27,28,04
348,23044,02,08,15,22,24,26,16
349,23043,05,08,12,20,24,28,10
350,23042,10,17,20,23,27,30,10
351,23041,01,06,12,13,15,24,06
352,23040,09,16,17,24,29,31,08
353,23039,02,03,09,13,19,28,09
354,23038,02,09,14,17,31,33,08
355,23037,08,23,25,26,29,31,12
356,23036,13,14,18,19,24,30,09
357,23035,01,04,09,10,20,33,06
358,23034,02,03,09,11,12,17,15
359,23033,08,09,13,23,24,26,05
360,23032,06,19,20,26,28,33,01
361,23031,07,14,27,29,31,33,05
362,23030,02,03,07,16,30,31,06
363,23029,03,07,12,24,28,33,08
364,23028,05,07,10,17,20,22,14
365,23027,08,10,22,27,32,33,08
366,23026,01,18,26,30,31,33,03
367,23025,04,16,20,21,31,32,14
368,23024,03,06,09,17,27,28,03
369,23023,05,08,10,15,24,25,09
370,23022,10,11,18,19,23,31,03
371,23021,02,05,06,19,21,27,04
372,23020,01,12,17,18,26,27,05
373,23019,06,12,26,28,29,32,15
374,23018,10,12,17,19,25,31,13
375,23017,05,11,18,20,26,28,12
376,23016,14,16,19,23,28,30,03
377,23015,02,03,14,21,29,32,08
378,23014,06,07,18,23,27,30,05
379,23013,06,10,14,22,23,33,13
380,23012,03,04,07,22,26,30,06
381,23011,06,07,16,17,21,22,04
382,23010,04,05,13,18,27,29,12
383,23009,03,04,19,23,30,32,06
384,23008,05,13,18,20,26,28,06
385,23007,05,06,09,22,25,31,03
386,23006,02,10,12,14,24,26,05
387,23005,02,06,08,13,14,19,16
388,23004,01,07,15,16,20,25,16
389,23003,05,08,18,25,30,32,06
390,23002,02,06,10,16,18,22,13
391,23001,09,16,18,22,28,32,02
392,22150,01,07,11,12,22,28,05
393,22149,02,22,26,29,32,33,14
394,22148,02,15,16,17,21,31,14
395,22147,02,03,07,13,20,30,10
396,22146,06,07,13,18,26,31,06
397,22145,03,21,25,30,31,33,11
398,22144,07,20,22,23,31,32,05
399,22143,07,08,13,29,30,33,03
400,22142,01,03,13,16,21,27,03
401,22141,05,12,13,17,20,27,14
402,22140,08,09,18,19,20,27,15
403,22139,06,07,09,16,17,19,14
404,22138,02,14,19,21,25,28,11
405,22137,08,21,23,27,28,33,01
406,22136,08,10,14,15,18,22,08
407,22135,09,11,13,24,28,32,06
408,22134,01,05,14,17,24,31,14
409,22133,05,08,16,17,21,25,12
410,22132,01,03,18,26,32,33,04
411,22131,03,05,10,13,19,29,06
412,22130,02,08,15,17,26,28,12
413,22129,10,12,14,22,24,27,07
414,22128,03,12,18,24,27,29,01
415,22127,03,04,09,10,29,33,13
416,22126,01,13,15,17,26,33,13
417,22125,02,03,07,12,20,31,16
418,22124,05,10,13,18,24,26,01
419,22123,10,13,16,20,21,25,05
420,22122,06,08,17,19,24,28,05
421,22121,12,17,22,27,30,31,02
422,22120,02,15,19,26,27,29,02
423,22119,02,05,15,18,26,27,04
424,22118,02,06,07,11,14,33,08
425,22117,04,13,17,18,28,29,06
426,22116,08,14,26,27,30,33,01
427,22115,06,07,18,20,27,29,09
428,22114,01,05,15,19,26,29,13
429,22113,13,14,20,24,27,29,02
430,22112,03,05,08,17,25,31,01
431,22111,02,10,11,13,28,31,01
432,22110,09,13,15,18,20,28,15
433,22109,04,11,13,19,22,33,11
434,22108,01,07,13,17,18,31,15
435,22107,03,09,11,15,19,28,16
436,22106,17,20,22,23,24,31,01
437,22105,06,12,13,15,21,23,15
438,22104,01,08,19,25,26,31,01
439,22103,06,09,12,14,20,28,10
440,22102,09,10,12,18,29,32,14
441,22101,04,16,18,19,27,28,04
442,22100,02,06,07,15,20,21,15
443,22099,01,11,23,24,26,32,15
444,22098,02,03,04,06,21,33,05
445,22097,04,05,10,13,30,31,14
446,22096,03,16,17,19,25,33,07
447,22095,04,13,14,18,20,28,08
448,22094,06,11,13,16,19,31,02
449,22093,21,22,24,28,29,32,14
450,22092,07,10,16,20,21,27,11
451,22091,08,18,20,22,24,28,10
452,22090,01,04,25,27,29,30,07
453,22089,02,07,15,29,31,33,15
454,22088,03,09,15,17,20,22,06
455,22087,05,06,09,13,23,25,08
456,22086,01,04,08,21,23,24,11
457,22085,07,09,14,31,32,33,13
458,22084,03,18,23,24,25,32,09
459,22083,08,12,13,14,19,20,05
460,22082,04,10,11,23,30,32,14
461,22081,04,08,11,21,27,30,01
462,22080,05,12,15,17,18,27,04
463,22079,01,09,15,17,22,23,16
464,22078,01,04,05,15,17,31,09
465,22077,03,17,18,19,20,27,16
466,22076,08,09,10,13,24,29,02
467,22075,01,02,04,25,26,30,10
468,22074,05,07,15,19,29,33,15
469,22073,06,10,14,15,26,29,12
470,22072,05,14,15,16,18,32,12
471,22071,04,07,15,18,29,33,01
472,22070,04,06,09,27,28,33,02
473,22069,06,07,13,19,26,29,08
474,22068,07,12,15,24,26,29,06
475,22067,01,05,13,21,26,29,15
476,22066,06,11,14,20,27,30,09
477,22065,09,14,18,23,28,31,02
478,22064,04,06,12,13,17,31,16
479,22063,06,08,09,17,22,31,11
480,22062,16,18,20,21,23,33,05
481,22061,01,03,16,18,29,33,06
482,22060,16,18,19,24,28,32,01
483,22059,06,09,18,19,29,33,06
484,22058,06,13,14,23,31,33,01
485,22057,12,15,20,26,30,33,16
486,22056,01,06,11,14,17,26,15
487,22055,02,04,09,26,28,33,03
488,22054,08,12,21,27,28,33,11
489,22053,10,14,18,23,27,33,15
490,22052,07,24,27,29,31,32,15
491,22051,02,05,11,17,21,33,01
492,22050,03,05,08,14,27,33,08
493,22049,02,04,07,18,25,26,10
494,22048,05,07,17,20,26,31,14
495,22047,03,07,08,14,27,30,09
496,22046,02,11,24,25,27,30,14
497,22045,03,12,17,18,19,28,04
498,22044,01,07,08,21,23,29,06
499,22043,02,17,20,23,25,27,08
500,22042,05,10,11,21,22,30,13
501,22041,05,07,21,22,24,29,14
502,22040,03,12,14,16,31,33,12
503,22039,02,06,07,10,15,20,05
504,22038,09,12,13,16,24,32,04
505,22037,01,10,13,20,22,32,14
506,22036,02,03,14,16,26,31,02
507,22035,08,12,13,19,23,25,15
508,22034,14,17,26,31,32,33,10
509,22033,05,12,19,22,25,26,05
510,22032,04,10,11,14,23,32,07
511,22031,01,10,11,22,26,32,07
512,22030,12,23,24,26,27,30,05
513,22029,03,08,10,13,26,32,08
514,22028,05,11,20,22,23,29,09
515,22027,14,15,18,19,26,32,09
516,22026,03,04,10,15,22,24,02
517,22025,06,19,24,25,28,32,04
518,22024,07,09,10,14,19,24,15
519,22023,07,12,17,19,24,25,02
520,22022,01,07,11,15,17,19,06
521,22021,03,07,22,24,26,31,14
522,22020,09,11,14,22,30,32,01
523,22019,05,06,14,20,21,25,08
524,22018,07,11,16,17,30,32,16
525,22017,06,09,24,29,30,32,07
526,22016,05,10,19,20,29,31,14
527,22015,06,14,16,27,28,31,07
528,22014,06,07,13,14,15,27,04
529,22013,02,03,04,07,10,18,15
530,22012,04,07,08,29,30,31,01
531,22011,06,15,23,24,25,33,15
532,22010,12,18,19,20,21,32,15
533,22009,04,15,17,19,25,28,16
534,22008,02,03,07,09,20,21,13
535,22007,01,20,22,23,25,28,16
536,22006,03,06,09,15,22,31,02
537,22005,07,10,12,16,19,31,16
538,22004,05,19,24,28,30,32,14
539,22003,02,05,16,17,18,30,06
540,22002,02,12,21,23,25,31,08
541,22001,06,13,15,17,20,21,03
542,21150,09,14,20,21,24,26,04
543,21149,05,10,15,18,19,32,05
544,21148,10,12,15,17,19,20,08
545,21147,05,10,11,13,27,28,09
546,21146,07,09,21,22,26,32,03
547,21145,04,07,10,14,16,26,09
548,21144,02,05,13,15,23,26,07
549,21143,01,09,11,13,20,29,09
550,21142,04,07,17,19,20,24,16
551,21141,01,14,19,23,26,30,10
552,21140,05,10,16,26,27,33,01
553,21139,12,14,19,23,24,27,01
554,21138,11,14,15,16,27,32,09
555,21137,03,07,10,14,21,24,01
556,21136,02,06,09,15,19,28,16
557,21135,03,10,17,19,21,31,04
558,21134,01,02,16,19,25,31,08
559,21133,01,03,12,19,27,31,10
560,21132,01,04,06,14,20,28,08
561,21131,08,11,18,19,20,24,01
562,21130,08,09,15,24,26,30,06
563,21129,04,15,21,27,28,29,10
564,21128,05,17,20,21,23,33,04
565,21127,07,15,16,20,27,29,07
566,21126,19,20,23,27,28,31,01
567,21125,14,19,20,23,24,31,09
568,21124,01,03,18,22,29,32,02
569,21123,06,14,15,19,29,31,05
570,21122,04,05,12,15,18,28,07
571,21121,04,05,12,16,22,30,15
572,21120,01,07,08,12,13,18,05
573,21119,03,09,10,11,28,29,13
574,21118,02,06,14,18,20,31,13
575,21117,03,05,17,21,27,33,04
576,21116,06,14,17,18,31,33,06
577,21115,02,10,12,15,24,27,08
578,21114,04,06,08,14,24,27,02
579,21113,04,07,10,22,27,30,02
580,21112,05,06,21,25,28,33,07
581,21111,17,20,22,23,26,28,06
582,21110,10,13,15,24,31,32,02
583,21109,02,03,10,17,20,26,16
584,21108,11,15,18,24,26,32,09
585,21107,02,03,17,19,25,30,01
586,21106,01,04,07,14,30,31,03
587,21105,10,14,15,22,27,32,09
588,21104,01,07,17,20,22,28,15
589,21103,10,13,15,25,29,30,15
590,21102,05,09,15,24,27,30,09
591,21101,02,04,12,22,29,31,01
592,21100,07,09,12,13,14,29,16
593,21099,09,11,17,18,20,27,15
594,21098,01,10,13,18,26,32,05
595,21097,03,11,12,13,25,28,12
596,21096,01,07,11,14,15,26,11
597,21095,08,12,17,24,27,28,13
598,21094,09,11,24,25,28,33,15
599,21093,05,11,15,23,28,33,03
600,21092,02,07,08,10,12,31,03
601,21091,04,06,16,24,26,33,16
602,21090,05,06,12,14,27,28,08
603,21089,01,02,07,13,23,24,12
604,21088,04,12,15,16,19,26,06
605,21087,02,13,16,19,23,24,04
606,21086,06,08,10,14,28,29,01
607,21085,05,06,07,11,14,20,02
608,21084,05,07,09,11,21,28,01
609,21083,04,09,11,25,28,33,04
610,21082,03,06,11,13,26,32,05
611,21081,01,03,05,18,22,23,01
612,21080,05,08,22,23,24,29,09
613,21079,01,03,10,24,28,29,13
614,21078,04,06,15,26,27,31,12
615,21077,08,15,17,25,27,30,10
616,21076,03,09,21,23,30,32,06
617,21075,12,15,16,21,22,29,01
618,21074,04,05,09,14,25,27,07
619,21073,01,06,18,22,24,25,08
620,21072,01,09,15,16,19,21,15
621,21071,01,07,24,31,32,33,08
622,21070,01,05,11,15,16,29,15
623,21069,06,11,18,20,23,26,05
624,21068,04,14,18,24,31,32,15
625,21067,01,11,19,23,25,29,09
626,21066,02,06,19,26,30,33,15
627,21065,01,04,08,19,29,33,16
628,21064,04,06,08,15,16,18,16
629,21063,04,05,06,09,23,24,09
630,21062,12,13,15,20,22,25,10
631,21061,04,09,12,18,20,23,01
632,21060,10,11,17,20,29,30,15
633,21059,01,09,11,18,32,33,14
634,21058,09,11,13,18,19,28,14
635,21057,05,06,09,17,25,33,16
636,21056,08,21,22,23,29,32,01
637,21055,03,11,12,16,22,28,10
638,21054,07,13,21,22,24,31,02
639,21053,07,10,14,16,24,33,16
640,21052,03,04,06,19,21,30,14
641,21051,08,09,10,19,27,29,15
642,21050,02,09,10,16,25,28,08
643,21049,04,11,13,22,25,32,01
644,21048,04,15,17,22,29,32,03
645,21047,03,07,13,16,24,29,01
646,21046,05,09,13,21,28,33,06
647,21045,01,04,14,15,17,32,02
648,21044,05,07,14,17,26,28,13
649,21043,02,03,17,18,23,24,01
650,21042,05,09,10,22,25,27,08
651,21041,02,09,18,23,26,32,14
652,21040,02,06,07,24,28,29,16
653,21039,02,08,21,24,29,31,13
654,21038,05,07,09,16,18,27,06
655,21037,13,17,19,24,26,30,12
656,21036,01,02,06,11,21,26,11
657,21035,12,14,18,20,26,28,11
658,21034,04,10,12,18,23,25,01
659,21033,02,12,13,14,31,33,06
660,21032,01,05,08,15,16,30,03
661,21031,06,11,21,25,28,31,07
662,21030,08,09,13,27,29,31,05
663,21029,08,10,15,17,22,30,12
664,21028,11,16,23,26,27,33,05
665,21027,05,07,09,16,20,26,08
666,21026,03,05,13,19,20,25,03
667,21025,06,08,14,17,18,30,11
668,21024,01,04,06,10,11,18,02
669,21023,02,21,22,23,27,28,11
670,21022,10,15,17,25,31,32,06
671,21021,04,08,17,24,28,33,13
672,21020,01,03,06,07,09,11,02
673,21019,12,16,17,24,28,29,08
674,21018,02,08,14,23,25,32,06
675,21017,09,15,18,29,32,33,02
676,21016,03,08,09,13,15,18,10
677,21015,06,14,16,26,28,29,07
678,21014,04,15,21,25,29,33,06
679,21013,06,09,12,16,27,31,06
680,21012,03,06,14,18,20,26,01
681,21011,05,10,16,23,27,33,14
682,21010,01,04,11,19,32,33,05
683,21009,02,04,07,24,25,32,13
684,21008,01,05,07,14,18,33,07
685,21007,02,04,12,21,25,32,16
686,21006,06,08,22,24,25,26,01
687,21005,07,09,14,26,30,31,04
688,21004,02,03,07,08,17,22,15
689,21003,06,09,16,18,22,29,11
690,21002,06,10,13,25,26,32,11
691,21001,02,03,13,18,20,31,11
692,20134,02,09,10,20,22,26,01
693,20133,03,19,22,23,27,29,07
694,20132,01,04,11,12,14,23,04
695,20131,08,19,22,26,27,30,07
696,20130,08,09,11,14,17,29,16
697,20129,01,02,05,15,28,33,04
698,20128,08,10,15,16,23,26,10
699,20127,01,04,18,19,26,31,07
700,20126,03,07,12,14,23,28,11
701,20125,05,12,16,26,30,31,13
702,20124,16,18,19,20,29,33,12
703,20123,01,03,18,19,26,29,03
704,20122,12,15,17,24,26,31,15
705,20121,02,04,06,21,25,29,03
706,20120,01,02,03,04,09,10,12
707,20119,01,09,22,28,32,33,15
708,20118,11,13,19,26,30,33,05
709,20117,07,08,09,10,16,27,07
710,20116,05,06,14,16,19,27,10
711,20115,01,04,12,20,25,32,02
712,20114,01,05,11,24,30,32,03
713,20113,01,03,07,10,22,32,11
714,20112,02,09,12,17,28,32,05
715,20111,06,09,17,22,24,26,16
716,20110,02,06,09,14,22,25,04
717,20109,06,13,16,20,23,32,13
718,20108,10,12,15,17,23,32,05
719,20107,03,09,11,24,25,28,16
720,20106,02,04,11,15,18,28,10
721,20105,06,14,19,20,22,24,01
722,20104,04,08,10,16,27,29,09
723,20103,04,09,10,22,28,32,08
724,20102,09,10,19,25,26,29,08
725,20101,10,17,24,25,28,30,15
726,20100,01,07,15,16,20,23,07
727,20099,05,06,11,12,15,30,12
728,20098,06,08,11,22,25,33,02
729,20097,02,08,21,25,26,30,10
730,20096,01,20,23,26,27,32,15
731,20095,03,09,16,17,20,26,02
732,20094,10,15,17,27,29,31,08
733,20093,04,05,10,13,15,19,15
